date,ID,text
2022-02-23 19:39:13.734157,532205835767,
2022-02-23 19:39:19.679575,532205835767,
2022-02-23 19:39:20.921125,532205835767,
2022-02-23 19:39:22.092899,532205835767,
2022-02-23 19:39:25.778551,620945425275,
2022-02-23 19:39:28.471415,620945425275,
2022-02-23 19:39:36.350874,620945425275,
2022-02-23 19:39:51.467426,532205835767,
2022-02-23 19:39:52.687300,532205835767,
2022-02-23 19:39:53.903687,532205835767,
2022-02-23 19:40:00.536854,620945425275,
2022-02-23 19:40:07.945905,620945425275,
2022-02-23 19:40:09.163066,620945425275,
2022-02-23 19:40:12.339800,620945425275,
2022-02-23 19:40:13.561286,620945425275,
2022-02-23 19:40:14.798530,620945425275,
2022-02-23 19:40:59.913106,532205835767,
2022-02-23 19:41:05.497837,620945425275,
2022-02-23 19:41:06.554698,620945425275,
2022-02-23 19:43:06.933539,532205835767,
2022-02-23 19:43:13.925498,532205835767,
2022-02-23 19:43:15.151616,532205835767,
2022-02-23 19:43:18.894463,620945425275,
2022-02-23 19:43:21.434187,620945425275,
2022-02-23 19:43:22.485476,620945425275,
2022-02-23 19:43:26.506714,532205835767,
2022-02-23 19:43:27.711855,532205835767,
2022-02-23 19:44:14.097239,620945425275,
2022-02-23 19:44:15.337669,620945425275,
2022-02-23 19:44:23.556520,620945425275,
2022-02-23 19:44:24.777780,620945425275,
2022-02-23 19:44:26.007202,620945425275,
2022-02-23 19:44:29.429190,532205835767,
2022-02-23 19:44:30.673243,532205835767,
2022-02-23 19:44:31.885389,532205835767,
2022-02-23 19:44:35.630184,620945425275,
2022-02-23 19:44:36.873518,620945425275,
2022-02-23 19:44:41.052610,532205835767,
2022-02-23 19:44:42.281611,532205835767,
2022-02-23 19:50:16.242233,532205835767,
2022-02-23 19:50:29.832284,532205835767,
2022-02-23 19:51:02.819353,532205835767,
2022-02-23 19:52:09.812781,532205835767,
2022-02-23 19:52:14.858376,532205835767,
2022-02-23 19:52:17.118686,532205835767,
2022-02-23 19:53:28.138995,532205835767,
2022-02-23 19:55:35.270248,532205835767,
2022-02-23 19:55:38.266805,532205835767,
2022-02-23 19:56:00.327073,532205835767,
2022-02-23 19:56:03.163294,532205835767,
2022-02-23 20:13:01.209515,532205835767,
2022-02-23 20:18:55.710697,532205835767,
2022-02-23 20:19:00.411656,532205835767,
2022-02-23 20:19:02.468220,532205835767,
2022-02-23 20:19:04.701852,532205835767,
2022-02-23 20:19:11.438529,532205835767,
2022-02-25 14:43:49.672726,532205835767,
2022-02-25 14:43:57.753827,532205835767,
2022-02-25 14:43:59.992097,532205835767,
2022-03-02 15:13:42.422568,532205835767,
2022-03-02 15:13:47.588411,532205835767,
2022-03-02 15:19:05.756038,532205835767,
2022-03-02 15:19:19.955870,532205835767,
2022-03-02 15:19:22.188066,532205835767,
2022-03-02 15:19:24.427902,532205835767,
